Area,Bauteiltyp,Betongüte,Breite/Höhe,Depth,Einheit,Expositionsklasse,Fenster/Türnummer,Flügelanzahl,GUID,Geschoss,GrossArea,GrossFootprintArea,GrossSideArea,GrossVolume,Height,IfcType,IsExternal,Length,LoadBearing,Material,Name,NetArea,NetFootprintArea,NetSideArea,NetVolume,NumberOfRiser,NumberOfTreads,Perimeter,Raumnummer,RequiredHeadroom,RiserHeight,Rohbaubreite,Rohbauhöhe,Sichtbetonklasse,Stahlbeton,Status,SurfaceSpreadOfFlame,Volume,WU,WalkingLineOffset,Width,Zugehörigkeit,id,Öffnungsbreite,Öffnungshöhe,Öffnungsrichtung,Überwachungsklasse
,Wand,,,,,,,,1qu0TfF190WA2UTYUnPRh_,OG,,0.249781543994,6.54427674544,0.654427674544,2.62,IfcWall,True,2.4978155517,True,,Wand-011,,0.249781543994,6.54427674544,0.654427674544,,,,,,,,,,,['EXISTING'],,,,,0.1,,719869,,,,
,Wand,,,,,,,,3tbsyACevB7AR0fbDGStSw,OG,,0.10094186228,7.85847653218,0.785847651857,2.62,IfcWall,True,2.9994185272,True,,Wand-010,,0.10094186228,3.72077653218,0.367097651856,,,,,,,,,,,['EXISTING'],,,,,0.1,,720837,,,,
2.0016,Öffnung,,,0.1,,,,,2hE8MPbCLgMEQZJz3bdh_W,,,,,,2.085,IfcOpeningElement,,,,,Tür-004,,,,,,,,,,,,,,,,,0.111631828,,,0.96,,720703,,,,
2.0016,Öffnung,,,0.1,,,,,0ASGq4RLGVV1RED8aG$A1H,,,,,,2.085,IfcOpeningElement,,,,,Tür-004,,,,,,,,,,,,,,,,,0.111631828,,,0.96,,720802,,,,
2.0016,Tür,,,,,,1.OG--Tür-004,1 Flügel,2QZlj58j95DPzPo01iO6tw,OG,,,,,2.085,IfcDoor,True,,,,Tür-004,,,,,,,6.09,,,,1.01,2.01,,,['EXISTING'],,,,,0.96,OG--,721465,,,L,
2.0016,Tür,,,,,,1.OG--Tür-004,1 Flügel,3_MnCLW_TAFRjVSftIws$6,OG,,,,,2.085,IfcDoor,True,,,,Tür-004,,,,,,,6.09,,,,1.01,2.01,,,['EXISTING'],,,,,0.96,OG--,722093,,,R,
,Wand,,,,,,,,0SCQPQNTzBMew3Gdu$gOAw,OG,,0.253219028799,6.65890169957,0.663433919957,2.62,IfcWall,True,2.54781553419,True,,Wand-010,,0.253219028799,6.65890169957,0.663433919957,,,,,,,,,,,['EXISTING'],,,,,0.1,,722417,,,,
,Wand,,,,,,,,33uFyPVYn8ueeiG9GC$hpf,OG,,0.274338950024,7.16311772906,0.718768024268,2.62,IfcWall,True,2.72776439694,True,,Wand-007,,0.274338950024,7.16311772906,0.718768024268,,,,,,,,,,,['EXISTING'],,,,,0.1,,722741,,,,
,Wand,,,,,,,,1RV4qKcy10nQKwNg$SLQCa,OG,,0.10094186228,7.85847653218,0.785847651857,2.62,IfcWall,True,2.9994185272,True,,Wand-010,,0.10094186228,3.72077653218,0.367097651857,,,,,,,,,,,['EXISTING'],,,,,0.1,,723709,,,,
2.0016,Öffnung,,,0.1,,,,,2sbMQDKw6zGu28C$4Ksmpk,,,,,,2.085,IfcOpeningElement,,,,,Tür-004,,,,,,,,,,,,,,,,,0.111631828,,,0.96,,723575,,,,
2.0016,Öffnung,,,0.1,,,,,2TPhK0fSu1rBdGFTWDecs6,,,,,,2.085,IfcOpeningElement,,,,,Tür-004,,,,,,,,,,,,,,,,,0.111631828,,,0.96,,723674,,,,
2.0016,Tür,,,,,,1.OG--Tür-004,1 Flügel,3V6I$haSz548TrrutQXhg0,OG,,,,,2.085,IfcDoor,True,,,,Tür-004,,,,,,,6.09,,,,1.01,2.01,,,['EXISTING'],,,,,0.96,OG--,723790,,,R,
2.0016,Tür,,,,,,1.OG--Tür-004,1 Flügel,3g1iVtHFL9Gg7Dm3R26M$G,OG,,,,,2.085,IfcDoor,True,,,,Tür-004,,,,,,,6.09,,,,1.01,2.01,,,['EXISTING'],,,,,0.96,OG--,723871,,,L,
,Wand,,,,,,,,1kBwPhfUD23RIrv7z7whTJ,OG,,0.267782163492,7.01589225885,0.701589225885,2.62,IfcWall,True,2.67782147284,True,,Wand-011,,0.267782163492,7.01589225885,0.701589225885,,,,,,,,,,,['EXISTING'],,,,,0.1,,724195,,,,
,Wand,,,,,,,,0bSAYmsCr4ceY1Nwhc9Gl6,OG,,0.271219003796,7.13050169957,0.710593919957,2.62,IfcWall,True,2.72781553419,True,,Wand-010,,0.271219003796,7.13050169957,0.710593919957,,,,,,,,,,,['EXISTING'],,,,,0.1,,724519,,,,
,Wand,C30/37,,,,XF3,,,0jcSgH8mjC_e0idORbbA8Y,R-023,,3.10000029802,11.0,3.41,1.1,IfcWall,True,10.0,True,Stahlbeton,Wand-009,,3.10000029802,11.0,3.41,,,,,,,,,SB2,,['EXISTING'],,,,,0.31,,724881,,,,ÜK1
,Allgemeines Bauteil,,51⁵/136,,cm,,,,0XTwBw75n8VxjoDCB8mTTe,R-023,,,,,,IfcBuildingElementProxy,False,,False,,Zimmerpflanze,,,,,,,,,,,,,,,['EXISTING'],,,,,,,728344,51⁵,136,,
,Allgemeines Bauteil,,51⁵/136,,cm,,,,1SeQmLSevER9gLGpjEJXUr,R-023,,,,,,IfcBuildingElementProxy,False,,False,,Zimmerpflanze,,,,,,,,,,,,,,,['EXISTING'],,,,,,,731806,51⁵,136,,
,Allgemeines Bauteil,,51⁵/136,,cm,,,,3l0PRqr6TDWu$UzxCWNo87,R-023,,,,,,IfcBuildingElementProxy,False,,False,,Zimmerpflanze,,,,,,,,,,,,,,,['EXISTING'],,,,,,,735268,51⁵,136,,
,Allgemeines Bauteil,,152⁵/76,,cm,,,,3Er8T6crDFA8w2FxuHqAXa,R-023,,,,,,IfcBuildingElementProxy,False,,False,,Büroarbeitsplatz,,,,,,,,,,,,,,,['EXISTING'],,,,,,,737224,152⁵,76,,
,Sanitärobjekt,,,,,,,,3Z2s2K_sP4hA1ktdG90ADA,R-024,,,,,,IfcSanitaryTerminal,,,,,Büroplanung ,,,,,,,,,,,,,,,,,,,,,OG--,740364,,,,
,Sanitärobjekt,,,,,,,,0gN4wgIsr5Ix9UADnEa7hE,R-024,,,,,,IfcSanitaryTerminal,,,,,WC,,,,,,,,,,,,,,,,,,,,,OG--,746704,,,,
,Sanitärobjekt,,,,,,,,2thCQSH890vxNVdBEy7mto,R-025,,,,,,IfcSanitaryTerminal,,,,,WC,,,,,,,,,,,,,,,,,,,,,OG--,753161,,,,
,Sanitärobjekt,,,,,,,,3keBQLoxnCdemSQlBcjmqQ,R-025,,,,,,IfcSanitaryTerminal,,,,,Büroplanung ,,,,,,,,,,,,,,,,,,,,,OG--,756166,,,,
,Möbel,,,,,,,,05R26$44z0auGYrLU9A4AZ,R-026,,,,,,IfcFurniture,,,,,Unterschrank,,,,,,,,,,,,,,,,,,,,,OG--,757130,,,,
,Möbel,,,,,,,,0IzBpCP5j2Dx3gx7HkfiFo,R-026,,,,,,IfcFurniture,,,,,Bürotrennwand,,,,,,,,,,,,,,,,,,,,,OG--,757547,,,,
,Möbel,,,,,,,,3yEp8dRf17wOlKKdOJXtln,R-026,,,,,,IfcFurniture,,,,,Bürotrennwand,,,,,,,,,,,,,,,,,,,,,OG--,757589,,,,
,Möbel,,,,,,,,3uomoHKDX4peIIofnYW0hC,R-026,,,,,,IfcFurniture,,,,,Sofa,,,,,,,,,,,,,,,,,,,,,OG--,758256,,,,
,Möbel,,,,,,,,0AKKS43rDENBbpZXFvOnKN,R-026,,,,,,IfcFurniture,,,,,Unterschrank,,,,,,,,,,,,,,,,,,,,,OG--,759890,,,,
,Möbel,,,,,,,,3EHYIsSa16$ANeJCEWpzXF,R-026,,,,,,IfcFurniture,,,,,Sofa,,,,,,,,,,,,,,,,,,,,,OG--,760557,,,,
,Möbel,,,,,,,,2bFBUtAL54E8qUf0jIfaV5,R-026,,,,,,IfcFurniture,,,,,Couchtisch,,,,,,,,,,,,,,,,,,,,,OG--,760795,,,,
,Möbel,,,,,,,,3H_NxTRiPCQAFSdQOuYIOc,R-026,,,,,,IfcFurniture,,,,,Unterschrank,,,,,,,,,,,,,,,,,,,,,OG--,760837,,,,
,Möbel,,,,,,,,1w_xj7r5DBrvm_4rI1wVlV,R-026,,,,,,IfcFurniture,,,,,Bürotrennwand,,,,,,,,,,,,,,,,,,,,,OG--,760875,,,,
,Möbel,,,,,,,,1uklyxfKz9_h0XRcY7sSM7,R-026,,,,,,IfcFurniture,,,,,Bürotrennwand,,,,,,,,,,,,,,,,,,,,,OG--,760913,,,,
,Möbel,,,,,,,,2TWf6q2enBBg6g2sI1qagY,R-026,,,,,,IfcFurniture,,,,,Bürotrennwand,,,,,,,,,,,,,,,,,,,,,OG--,760951,,,,
,Möbel,,,,,,,,2$V4ZiRYD8HuefSLlCDT7w,R-026,,,,,,IfcFurniture,,,,,Bürotrennwand,,,,,,,,,,,,,,,,,,,,,OG--,760989,,,,
,Möbel,,,,,,,,37fvkIKKD50fxniHJcb2Mg,R-026,,,,,,IfcFurniture,,,,,Barhocker,,,,,,,,,,,,,,,,,,,,,OG--,761876,,,,
,Möbel,,,,,,,,0avU$xXLnDtfbIF7ONaDks,R-026,,,,,,IfcFurniture,,,,,Barhocker,,,,,,,,,,,,,,,,,,,,,OG--,761918,,,,
,Möbel,,,,,,,,1Ih5nDdpP2AwyeU1yRQ3xZ,R-026,,,,,,IfcFurniture,,,,,Barhocker,,,,,,,,,,,,,,,,,,,,,OG--,761956,,,,
,Sanitärobjekt,,,,,,,,0RRotUHlDB2x9X5HYpo3nW,R-026,,,,,,IfcSanitaryTerminal,,,,,Kühlschrank,,,,,,,,,,,,,,,,,,,,,OG--,762324,,,,
,Möbel,,,,,,,,03fUdzPsj31hUY0d$d$VHN,R-026,,,,,,IfcFurniture,,,,,Unterschrank,,,,,,,,,,,,,,,,,,,,,OG--,762366,,,,
,Sanitärobjekt,,,,,,,,0ehit30PD3dA5EWHArEyOO,R-026,,,,,,IfcSanitaryTerminal,,,,,Kaffeemaschine,,,,,,,,,,,,,,,,,,,,,OG--,769238,,,,
,Möbel,,,,,,,,2t2P4LnFv9k8N1s15ink96,R-026,,,,,,IfcFurniture,,,,,Unterschrank,,,,,,,,,,,,,,,,,,,,,OG--,769280,,,,
,Möbel,,,,,,,,2zqmzZX293c9XsSJRntfvN,R-026,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,780083,,,,
,Sanitärobjekt,,,,,,,,2ktgCVn2H7qBbxbyMJRm5r,R-026,,,,,,IfcSanitaryTerminal,,,,,Kochfeld Elektrisch,,,,,,,,,,,,,,,,,,,,,OG--,781713,,,,
,Möbel,,,,,,,,2PkYPf8PvEuB2thpHSK3iu,R-026,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,792520,,,,
,Möbel,,,,,,,,32b1cc3RH339Mi8EV9akq_,R-026,,,,,,IfcFurniture,,,,,Barpult,,,,,,,,,,,,,,,,,,,,,OG--,792675,,,,
,Möbel,,,,,,,,1Acey0lqXF4vuDylqsA_Z0,R-026,,,,,,IfcFurniture,,,,,Barpult,,,,,,,,,,,,,,,,,,,,,OG--,792717,,,,
,Möbel,,,,,,,,25sy$bfc59zw38hMrpqhCD,R-026,,,,,,IfcFurniture,,,,,Barpult,,,,,,,,,,,,,,,,,,,,,OG--,792755,,,,
,Möbel,,,,,,,,25t6KpVe14ceFkCs4hqNTz,R-026,,,,,,IfcFurniture,,,,,Barhocker,,,,,,,,,,,,,,,,,,,,,OG--,792793,,,,
,Möbel,,,,,,,,0AnKYckp57OvjzOqwW8Gr3,R-026,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,803596,,,,
,Möbel,,,,,,,,3xdC$lZGLAFAm8qhM95Xem,R-026,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,814399,,,,
,Möbel,,,,,,,,39OdyaPknFGOzXstpvofXX,R-026,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,825202,,,,
,Möbel,,,,,,,,1xwlSPG4nAxeIzi8RWxr10,R-026,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,836005,,,,
,Möbel,,,,,,,,1hmYr45VP2ChT$XQjqNAUB,R-026,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,846808,,,,
,Möbel,,,,,,,,3zBnIXGQr42A9P5dXb1hI8,R-026,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,857611,,,,
,Möbel,,,,,,,,2ZE6ufREr3nQskxPPbY7v2,R-026,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,868414,,,,
,Allgemeines Bauteil,,51⁵/136,,cm,,,,3hz_BUC1r3LhtZydXvdu$m,R-026,,,,,,IfcBuildingElementProxy,False,,False,,Zimmerpflanze,,,,,,,,,,,,,,,['EXISTING'],,,,,,,871874,51⁵,136,,
,Möbel,,,,,,,,0otDN8IPH8NfMPSfwtCenz,R-026,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,882679,,,,
,Möbel,,,,,,,,15upw8Vkv11gO3totB5n2F,R-026,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,893482,,,,
,Allgemeines Bauteil,,51⁵/136,,cm,,,,2vSHazrB99_AS2FfzMMLE_,R-026,,,,,,IfcBuildingElementProxy,False,,False,,Zimmerpflanze,,,,,,,,,,,,,,,['EXISTING'],,,,,,,896942,51⁵,136,,
,Allgemeines Bauteil,,51⁵/136,,cm,,,,0xlYNQHVnBDhuWuToSmrE0,R-026,,,,,,IfcBuildingElementProxy,False,,False,,Zimmerpflanze,,,,,,,,,,,,,,,['EXISTING'],,,,,,,900404,51⁵,136,,
,Möbel,,,,,,,,1sGjr0MCbBZgrq$uycCTT9,R-026,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,911209,,,,
,Möbel,,,,,,,,35IEo0bSbC4fHzDTC59aiJ,R-026,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,922012,,,,
,Allgemeines Bauteil,,51⁵/136,,cm,,,,1LNli6SoTBcvChvbhqGxFh,R-026,,,,,,IfcBuildingElementProxy,False,,False,,Zimmerpflanze,,,,,,,,,,,,,,,['EXISTING'],,,,,,,925472,51⁵,136,,
,Möbel,,,,,,,,0IzE1uEm15d92telw6DSmv,R-026,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,936277,,,,
,Allgemeines Bauteil,,51⁵/136,,cm,,,,0ohgH2TYz8VOLuyJxnLiDv,R-026,,,,,,IfcBuildingElementProxy,False,,False,,Zimmerpflanze,,,,,,,,,,,,,,,['EXISTING'],,,,,,,939737,51⁵,136,,
,Möbel,,,,,,,,1guK_DEunEKwTHs1uKCZpg,R-026,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,950542,,,,
,Möbel,,,,,,,,2oOkrU1bf7_9ng5qEtIyTc,R-026,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,961345,,,,
,Möbel,,,,,,,,0TdzYlne9F0eJq3zPC9ZOC,R-026,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,972148,,,,
,Möbel,,,,,,,,2UASADj_fA4hQ4d_2XZJNO,R-026,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,982951,,,,
,Möbel,,,,,,,,2wHgz46Jj7yQVJvlIGcVDx,R-026,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,993754,,,,
,Möbel,,,,,,,,3a_g_oTtn9bfpFK2_AlFx1,R-026,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,1004557,,,,
,Möbel,,,,,,,,3HL4P75AL0aQyVwB4_J2mr,R-026,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,1015360,,,,
,Möbel,,,,,,,,3BIQv$VmD2LRWbYofUsSR2,R-026,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,1026163,,,,
,Möbel,,,,,,,,09EZuKu8f0zwtOsRYCXu5t,R-026,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,1036966,,,,
,Möbel,,,,,,,,3MZytzCZb3ZAPFCwB1257Q,R-026,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,1047769,,,,
,Möbel,,,,,,,,0yJrQXk2P1guFN5tncYQS3,R-026,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,1058572,,,,
,Möbel,,,,,,,,2PDyxqJdf6qezUJI1yxy44,R-026,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,1069375,,,,
,Licht,,,,,,,,1LjK0nDiz8oOynrLBdEWr4,R-026,,,,,,IfcLightFixture,,,,,Schreibtischlampe-001,,,,,,,,,,,,,,,,,,,,,OG--,1077051,,,,
,Licht,,,,,,,,2tD5JQ0dH5AQyGSFsQh7v0,R-026,,,,,,IfcLightFixture,,,,,Schreibtischlampe-004,,,,,,,,,,,,,,,,,,,,,OG--,1077093,,,,
,Licht,,,,,,,,2xPf5J$kLCT9d2wA3nga2X,R-026,,,,,,IfcLightFixture,,,,,Schreibtischlampe-012,,,,,,,,,,,,,,,,,,,,,OG--,1077131,,,,
,Licht,,,,,,,,3UrXZmX0n64uWHAPgSiT9Q,R-026,,,,,,IfcLightFixture,,,,,Schreibtischlampe-005,,,,,,,,,,,,,,,,,,,,,OG--,1077169,,,,
,Licht,,,,,,,,1zYqgB7RP1fxyQYDdGe62S,R-026,,,,,,IfcLightFixture,,,,,Schreibtischlampe-002,,,,,,,,,,,,,,,,,,,,,OG--,1077207,,,,
,Licht,,,,,,,,3JUR28c9H8oea_PKTXFvHl,R-026,,,,,,IfcLightFixture,,,,,Schreibtischlampe-006,,,,,,,,,,,,,,,,,,,,,OG--,1077245,,,,
,Licht,,,,,,,,3LAVi37XvEjwhUXIy4bXXB,R-026,,,,,,IfcLightFixture,,,,,Schreibtischlampe-003,,,,,,,,,,,,,,,,,,,,,OG--,1077283,,,,
,Licht,,,,,,,,3a33AJiVbDTRQds58eWJqG,R-026,,,,,,IfcLightFixture,,,,,Schreibtischlampe-007,,,,,,,,,,,,,,,,,,,,,OG--,1077321,,,,
,Licht,,,,,,,,0$ynylbrv8Lgx98zBqVCwD,R-026,,,,,,IfcLightFixture,,,,,Schreibtischlampe-008,,,,,,,,,,,,,,,,,,,,,OG--,1077359,,,,
,Licht,,,,,,,,1h19OzZw1EtBA$fSOo7B8h,R-026,,,,,,IfcLightFixture,,,,,Schreibtischlampe-009,,,,,,,,,,,,,,,,,,,,,OG--,1077397,,,,
,Licht,,,,,,,,357ZDOzOz8SBC1xyYRXNlf,R-026,,,,,,IfcLightFixture,,,,,Schreibtischlampe-010,,,,,,,,,,,,,,,,,,,,,OG--,1077435,,,,
,Licht,,,,,,,,2ow7Mmvq57DvbekYp8Be8v,R-026,,,,,,IfcLightFixture,,,,,Schreibtischlampe-011,,,,,,,,,,,,,,,,,,,,,OG--,1077473,,,,
,Möbel,,,,,,,,0vb$6KxjnBzgmZZx_Ifumo,R-027,,,,,,IfcFurniture,,,,,Unterschrank,,,,,,,,,,,,,,,,,,,,,OG--,1078433,,,,
,Möbel,,,,,,,,2kc8$IFTf1OwtrkD$pu5eE,R-027,,,,,,IfcFurniture,,,,,Unterschrank,,,,,,,,,,,,,,,,,,,,,OG--,1078471,,,,
,Möbel,,,,,,,,1O7278wr5AXgUuhGqj9gYX,R-027,,,,,,IfcFurniture,,,,,Unterschrank,,,,,,,,,,,,,,,,,,,,,OG--,1080101,,,,
,Möbel,,,,,,,,0fTMkZcFX4bO$1ts7tva2F,R-027,,,,,,IfcFurniture,,,,,Unterschrank,,,,,,,,,,,,,,,,,,,,,OG--,1080139,,,,
,Sanitärobjekt,,,,,,,,1HVuD4HabDO8tWUTVdxPhf,R-027,,,,,,IfcSanitaryTerminal,,,,,Kühlschrank,,,,,,,,,,,,,,,,,,,,,OG--,1080507,,,,
,Möbel,,,,,,,,1c8kA1cED04883BOV579V7,R-027,,,,,,IfcFurniture,,,,,Unterschrank,,,,,,,,,,,,,,,,,,,,,OG--,1080545,,,,
,Sanitärobjekt,,,,,,,,3KL2RDkmn9GurmJeLzMpwx,R-027,,,,,,IfcSanitaryTerminal,,,,,Kochfeld Elektrisch,,,,,,,,,,,,,,,,,,,,,OG--,1082175,,,,
,Möbel,,,,,,,,1P2WgGH2r0X8QY$0Sy0pP6,R-027,,,,,,IfcFurniture,,,,,Barpult,,,,,,,,,,,,,,,,,,,,,OG--,1082330,,,,
,Möbel,,,,,,,,0IcFGGOD13D9wPARoAkyTq,R-027,,,,,,IfcFurniture,,,,,Barpult,,,,,,,,,,,,,,,,,,,,,OG--,1082368,,,,
,Möbel,,,,,,,,2je_yTc0HEKfZRGpamJNwR,R-027,,,,,,IfcFurniture,,,,,Barpult,,,,,,,,,,,,,,,,,,,,,OG--,1082406,,,,
,Möbel,,,,,,,,2WLtqCof5BcOLaXl0QRvTI,R-027,,,,,,IfcFurniture,,,,,Barhocker,,,,,,,,,,,,,,,,,,,,,OG--,1083293,,,,
,Möbel,,,,,,,,2c80E5YkD4XgQqtd3fbn11,R-027,,,,,,IfcFurniture,,,,,Sofa,,,,,,,,,,,,,,,,,,,,,OG--,1083331,,,,
,Möbel,,,,,,,,0pr5R5IUHE_xUNyOiA6$bu,R-027,,,,,,IfcFurniture,,,,,Sofa,,,,,,,,,,,,,,,,,,,,,OG--,1083369,,,,
,Möbel,,,,,,,,2lp6UzAtn1jAo3cVrn2$C1,R-027,,,,,,IfcFurniture,,,,,Couchtisch,,,,,,,,,,,,,,,,,,,,,OG--,1083607,,,,
,Möbel,,,,,,,,2I5aHbv0z308HdYz89$_dD,R-027,,,,,,IfcFurniture,,,,,Bürotrennwand,,,,,,,,,,,,,,,,,,,,,OG--,1084024,,,,
,Möbel,,,,,,,,2UA5iwNE99gRlS8XasQv5E,R-027,,,,,,IfcFurniture,,,,,Bürotrennwand,,,,,,,,,,,,,,,,,,,,,OG--,1084062,,,,
,Möbel,,,,,,,,3MrxtAGgn5vfP93OUpfQMh,R-027,,,,,,IfcFurniture,,,,,Bürotrennwand,,,,,,,,,,,,,,,,,,,,,OG--,1084100,,,,
,Möbel,,,,,,,,0l8bq$l6DFBh6upxRGovNO,R-027,,,,,,IfcFurniture,,,,,Bürotrennwand,,,,,,,,,,,,,,,,,,,,,OG--,1084138,,,,
,Möbel,,,,,,,,0k7M6DENL41QMpue$Po1Vi,R-027,,,,,,IfcFurniture,,,,,Bürotrennwand,,,,,,,,,,,,,,,,,,,,,OG--,1084176,,,,
,Sanitärobjekt,,,,,,,,3f$gBFvvbFEfWpJiJJnbKm,R-027,,,,,,IfcSanitaryTerminal,,,,,Kaffeemaschine,,,,,,,,,,,,,,,,,,,,,OG--,1091044,,,,
,Möbel,,,,,,,,3m0F8bm891OhK$7$lQ6TYU,R-027,,,,,,IfcFurniture,,,,,Bürotrennwand,,,,,,,,,,,,,,,,,,,,,OG--,1091082,,,,
,Möbel,,,,,,,,2AHgNe5rP8YAszJXgtWhtG,R-027,,,,,,IfcFurniture,,,,,Barhocker,,,,,,,,,,,,,,,,,,,,,OG--,1091120,,,,
,Möbel,,,,,,,,0BnFBfeCn0zOOevPECCMyx,R-027,,,,,,IfcFurniture,,,,,Barhocker,,,,,,,,,,,,,,,,,,,,,OG--,1091158,,,,
,Möbel,,,,,,,,3gYI2IsNb7xRdsI3WpDcw_,R-027,,,,,,IfcFurniture,,,,,Barhocker,,,,,,,,,,,,,,,,,,,,,OG--,1091196,,,,
,Allgemeines Bauteil,,51⁵/136,,cm,,,,2tmbxNaZr5J82pcPHlboiJ,R-027,,,,,,IfcBuildingElementProxy,False,,False,,Zimmerpflanze,,,,,,,,,,,,,,,['EXISTING'],,,,,,,1094656,51⁵,136,,
,Möbel,,,,,,,,31PrNb8qPFSQ_CgXjG3vPl,R-027,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,1105461,,,,
,Möbel,,,,,,,,2rcZ71Q2r4pvjZkd81CbWJ,R-027,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,1116264,,,,
,Allgemeines Bauteil,,51⁵/136,,cm,,,,2kYDVXZ8HAMwiFy1eTcjnA,R-027,,,,,,IfcBuildingElementProxy,False,,False,,Zimmerpflanze,,,,,,,,,,,,,,,['EXISTING'],,,,,,,1119724,51⁵,136,,
,Möbel,,,,,,,,2VZuF$F4v60xP6wdEowrD0,R-027,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,1130529,,,,
,Allgemeines Bauteil,,51⁵/136,,cm,,,,00084q2Sb0mwO64bjaBAz2,R-027,,,,,,IfcBuildingElementProxy,False,,False,,Zimmerpflanze,,,,,,,,,,,,,,,['EXISTING'],,,,,,,1133989,51⁵,136,,
,Möbel,,,,,,,,0edyoAH1LCWAPNWmmHeK4g,R-027,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,1144794,,,,
,Allgemeines Bauteil,,51⁵/136,,cm,,,,3b5NjDd1L4MgF2rB34lQXz,R-027,,,,,,IfcBuildingElementProxy,False,,False,,Zimmerpflanze,,,,,,,,,,,,,,,['EXISTING'],,,,,,,1148254,51⁵,136,,
,Möbel,,,,,,,,0dugWnk6rF3Owhp9d7DP96,R-027,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,1159059,,,,
,Möbel,,,,,,,,1h99cMNdjAsOjsYPz2Mk47,R-027,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,1169862,,,,
,Möbel,,,,,,,,0WR7IQew9AxwgkVEmNALml,R-027,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,1180665,,,,
,Möbel,,,,,,,,2zyvsaNj15wPnuL4lE194Z,R-027,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,1191468,,,,
,Möbel,,,,,,,,2K2qjiRBPAtvvgCqCBQs5y,R-027,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,1202271,,,,
,Möbel,,,,,,,,1pu8wb9J1CA9Dfmj3OMQMz,R-027,,,,,,IfcFurniture,,,,,Büroarbeitsplatz,,,,,,,,,,,,,,,,,,,,,OG--,1213074,,,,
